Menu Category,Menu Item,City,Serve Size (g),Energy,Protein,Total Fat,Sat Fat,Trans Fat,Cholesterol,Total Carbohydrate,Total Sugars,Added Sugars,Sodium,Popularity,Price,Special Promotions,Local Favorites,Customer Ratings,Health Conscious,Sustainability Rating,Availability Hours
Meal Menu,McCombo Meal,Pune,141.6,443.23,23.65,14.81,17.9,0.74,43.91,112.64,11.48,8.14,328.06,2.26,5.26,Yes,No,9.27,No,9.37,Morning
Meal Menu,Chicken Supreme Meal,Hyderabad,267.62,368.15,14.95,19.54,12.49,0.02,7.95,100.86,15.54,3.86,835,7.06,7.89,No,Yes,9.51,Yes,6.65,Afternoon
Regular Menu,McChicken Burger,Pune,162.5,786.23,6.45,36.83,13.96,0.92,34.24,113.55,4.63,8.84,1359.07,9.3,13.24,No,Yes,3.94,No,6.77,Afternoon
Dessert Menu,Caramel McFlurry,Kolkata,103.61,224.17,9.34,39.75,15.64,0.87,48.27,98.05,13.23,3.42,397.09,3.22,9.93,No,No,2.1,Yes,8.72,Afternoon
Dessert Menu,Vanilla Ice Cream,Ahmedabad,224.55,630.71,13.19,9.3,5.84,0.52,0.59,101.44,17.44,2.23,352.97,4.68,5.16,Yes,Yes,4.35,Yes,3.73,Morning
Dessert Menu,Caramel McFlurry,Kolkata,91.21,739.33,24.22,16.22,11.58,0.15,39.46,64.69,5.68,5.9,686.31,6.68,14.78,No,Yes,4.68,No,3.47,Morning
Dessert Menu,Chocolate Sundae,Kolkata,139.27,404.23,24.52,17.89,6.09,0.11,40.1,54.44,7.52,8.01,1476.59,6.54,13.4,Yes,Yes,6.07,No,1.97,Morning
Drink Menu,Coca-Cola,Hyderabad,80.8,773.87,8.29,27.55,9.19,0.92,30.71,82.78,9.72,8.17,1095.94,2.92,6.87,No,No,9.38,No,4.95,Evening
Dessert Menu,Caramel McFlurry,Delhi,339.59,369.36,22.23,27.23,3.84,0.24,3.17,101.21,9.93,3.15,766.17,8.01,5.51,Yes,No,9.69,No,3.32,Evening
Dessert Menu,Caramel McFlurry,Bangalore,203.57,762.58,15.07,22.85,1.88,0.86,44.94,79.48,19.95,4.29,392.92,4.65,7.66,No,No,9.53,No,2.62,Evening
Meal Menu,McCombo Meal,Kolkata,259.34,402.59,9.95,14.3,1.67,0.19,9.56,24.87,11.52,8.68,1209.49,6.45,4.24,No,No,6.03,No,5.61,Evening
Meal Menu,McCombo Meal,Hyderabad,187.66,741.88,19.63,28.91,6.55,0.69,16.02,93.7,16.96,0.2,1451.37,8.71,12.93,Yes,Yes,5.87,No,7.84,Morning
Dessert Menu,Chocolate Sundae,Mumbai,283.87,714.91,19.18,35.84,1.62,0.53,2.69,86.24,17.45,3.67,1258.96,1.41,14.39,Yes,Yes,6.9,No,8.19,Afternoon
Meal Menu,McCombo Meal,Chennai,325.58,690.87,24.63,15.83,18.2,0.9,2.17,63.34,18.53,8.57,1172.02,5.05,1.75,No,Yes,7.21,No,5.18,Morning
Regular Menu,Spicy Paneer Wrap,Delhi,241.46,400.75,9.82,7.03,15.22,0.14,27.89,90.23,5.7,7.94,809.49,2.27,10.68,No,No,6.34,No,7.83,Evening
Drink Menu,Sprite,Mumbai,260.81,785,17.8,34.42,15.19,0.8,3.39,83.73,9.13,1.06,855.99,1.98,8.42,Yes,No,8.76,No,9.42,Morning
Meal Menu,Veggie Deluxe Meal,Delhi,303.6,833.4,20.28,28.13,18.55,0.61,7.41,112.8,15.42,9.3,680.15,4.84,11.95,No,Yes,3.96,No,2.47,Morning
Regular Menu,American Veg Burger,Bangalore,241.67,407.59,22.46,16.97,10.64,0.62,16.06,31.12,7.38,5.21,495.19,2.4,9.87,Yes,Yes,1.51,Yes,8.91,Evening
Dessert Menu,Vanilla Ice Cream,Kolkata,309.19,509.52,20.93,35.38,5.34,0.41,46.09,56.77,16.1,9.48,289.16,5.68,9.88,Yes,Yes,2.47,No,2.34,Evening
Meal Menu,McCombo Meal,Pune,194.75,294.93,24.34,30.28,15.39,0.34,27.59,38.31,15.1,1.31,953.09,6.61,7.46,No,No,5.04,Yes,8.67,Afternoon
Drink Menu,Hot Coffee,Chennai,319.3,668.26,12.76,35.76,18.51,0.86,6.45,79.11,16.8,5.84,968.8,8.88,10.32,Yes,No,2.66,No,1.7,Morning
Regular Menu,Chicken McNuggets,Delhi,239.35,488.19,22.25,27.65,4.24,0.15,13.41,55.37,13.33,0.23,1221.56,1.93,7.66,No,Yes,3.64,No,5.78,Afternoon
Dessert Menu,Apple Pie,Hyderabad,246.42,874.59,21.36,32.5,19.98,0.12,22.86,112.96,18.91,3.47,222.31,3.99,7.77,Yes,No,3.36,Yes,4.38,Afternoon
Drink Menu,Pepsi,Bangalore,337.61,677.85,15.15,21.31,14.35,0.41,44.03,69.55,14.2,1.11,1335.46,3.8,10.05,Yes,No,7.96,Yes,7.14,Evening
Regular Menu,Veg Maharaja Mac,Bangalore,193.77,822.91,22.33,10.24,9.97,0.55,0.57,117.42,8.3,7.38,1425.23,4.65,12.86,Yes,Yes,8.93,No,6.95,Morning
Meal Menu,McCombo Meal,Hyderabad,166.29,846.9,22.54,29.01,15.97,0.54,15.05,108.61,12.47,7.45,612.72,9.32,12.07,Yes,No,4.07,No,8.71,Morning
Regular Menu,American Veg Burger,Ahmedabad,218.94,409.35,13.53,27.02,3.79,0.19,32.39,38.35,9.15,1.18,1474.4,1.04,9.12,No,No,5.04,Yes,9.51,Morning
Regular Menu,Spicy Paneer Wrap,Bangalore,148.71,428.88,9.09,9.84,14.06,0.71,22.54,89.32,12.3,8.98,1336.85,4.94,10.17,No,Yes,6.14,No,7.41,Evening
Regular Menu,American Veg Burger,Hyderabad,261.5,475.37,23.97,26.14,16.7,0.92,41.76,58.08,10.89,1.16,1437.09,2.22,10.32,No,Yes,6.52,Yes,1.01,Morning
Dessert Menu,Caramel McFlurry,Delhi,172.99,628.41,11.35,21.26,14.03,0.18,6.38,22.64,12.03,0.67,1214.87,1.92,2.7,No,Yes,5.81,No,2.99,Afternoon
Dessert Menu,Caramel McFlurry,Pune,319.91,360.2,22.14,35.83,16.09,0.41,9.14,117.13,4.66,4.37,260.3,8.05,1.07,Yes,Yes,4.52,No,6.19,Evening
Regular Menu,McSpicy Chicken Burger,Hyderabad,105.9,357.78,17.82,15.84,16.47,0.5,7.79,40.08,11.86,3.88,754.86,1.69,3.03,No,No,4.72,Yes,6.97,Evening
Drink Menu,Hot Coffee,Chennai,125.46,722.72,13.21,11.91,7.91,0.61,39.25,27.38,10.99,7.99,1139.63,9.84,3.17,Yes,No,1.89,Yes,1.32,Morning
Regular Menu,McGrilled Chicken Wrap,Delhi,121.91,345.43,16.59,19.35,4.72,0.03,2.26,87.76,7.16,2.14,641.21,6.43,14.17,No,Yes,9.12,No,2.58,Morning
Regular Menu,McSpicy Chicken Burger,Pune,341.84,787.94,11.07,12.89,17.14,0.89,45.53,49.63,3.39,1.89,1124.36,3.6,6.04,No,Yes,3.07,No,7.89,Morning
Regular Menu,McVeggie™ Burger,Ahmedabad,232.86,664.07,17.76,8.09,11.18,0.01,47.54,25.72,11.2,0.93,213.51,3.64,4.79,Yes,No,7.29,No,5.47,Morning
Drink Menu,Sprite,Hyderabad,254.81,627.95,19.01,18.48,8.29,0.25,40.42,34.62,19.78,9.91,671.37,1.09,1.26,No,Yes,3.58,Yes,9.84,Afternoon
Meal Menu,Veggie Deluxe Meal,Delhi,345.57,253.2,6.56,9.5,17.27,0.8,17.72,81.29,13.58,4.27,747.23,1.06,8.31,Yes,No,8.02,Yes,6.07,Morning
Drink Menu,Hot Coffee,Kolkata,143.65,672.78,16.69,16.03,9.06,0.72,35.45,96.18,11.05,1.49,1334.32,8.59,2.32,Yes,No,9.37,Yes,5.83,Morning
Drink Menu,Orange Juice,Pune,213.78,709,9.84,34.27,10.03,0.7,0.81,99.08,8.8,9.2,1183.24,2.48,12.15,Yes,No,5.6,No,9.43,Morning
Regular Menu,Veg Maharaja Mac,Kolkata,184.31,392.26,13.51,20.07,6.8,0.2,15.55,96.81,18.48,7.73,1318.52,9.75,12.19,Yes,No,8.63,Yes,6.82,Evening
Meal Menu,McCombo Meal,Hyderabad,230.09,364.11,18.69,19.86,9.46,0.89,31.13,91.95,16.38,5.93,1414.31,8.2,14.72,No,No,2.4,Yes,6.87,Morning
Drink Menu,Iced Tea,Kolkata,257.68,728.34,15.28,11.43,10.78,0.74,29.57,35.46,3.72,9.34,1236.42,5.42,14,No,Yes,5.39,No,6.1,Afternoon
Dessert Menu,Apple Pie,Kolkata,325.69,865.92,20.52,16.16,6.71,0.64,13.73,105.99,6.4,2.33,502.69,1.84,1.64,Yes,Yes,5.98,Yes,3.19,Evening
Drink Menu,Orange Juice,Mumbai,98.2,403.69,16.7,36.96,12.01,0.11,19.92,112.19,1.22,7.97,794.7,4.9,4.09,No,Yes,7.62,Yes,8.83,Evening
Regular Menu,McGrilled Chicken Wrap,Bangalore,334.01,773.68,13.03,14.63,18.38,0.07,40.12,101.38,15.45,0.79,556.44,2.06,10.78,Yes,Yes,8.13,No,4.37,Morning
Regular Menu,Filet-O-Fish,Pune,142.27,651.6,21.76,5.74,10.34,0.67,48.19,24.95,3.24,9.52,730.03,8.42,6.22,No,Yes,3.05,Yes,4.02,Afternoon
Meal Menu,Veggie Deluxe Meal,Delhi,95.29,253.99,19.77,21.5,5.58,0.78,47.87,42.59,5.92,6.19,583.4,6.81,13.36,Yes,No,4.2,No,8.53,Morning
Regular Menu,McSpicy™ Paneer Burger,Kolkata,157.88,616.41,22.15,31.69,8.9,0.67,9.23,23.86,16.97,6.54,1094.24,3.37,3,Yes,Yes,3.95,No,5.65,Evening
Regular Menu,American Veg Burger,Ahmedabad,124.77,555.78,14.75,34.72,14.77,0.76,19.56,113.7,7.06,1.4,613.96,2.06,11,Yes,Yes,1.85,No,2.55,Morning
Regular Menu,Green Chilli Aloo Naan,Delhi,224.08,643.29,20.28,22.08,18.16,0.26,32.51,59.91,18.99,4.12,1304.17,6.32,7.62,Yes,Yes,4.62,No,7.78,Morning
Dessert Menu,Apple Pie,Pune,82.65,200.95,9.1,6.17,14.59,1,20.3,85.26,10.39,4.79,969.98,4.84,8.3,Yes,Yes,9.31,No,3.62,Morning
Meal Menu,Chicken Supreme Meal,Ahmedabad,229.87,291.99,10.98,14.78,14,0.24,24.24,68.25,4.63,0.83,676.53,9.32,8.54,No,No,4.99,No,1.59,Morning
Meal Menu,Chicken Supreme Meal,Hyderabad,229.57,457.75,20.33,31.95,3.17,0.58,8.66,60.12,7.44,4.27,659.29,4.25,1.72,No,Yes,2.93,Yes,2.54,Morning
Meal Menu,Chicken Supreme Meal,Pune,111.07,330.35,18.54,5.27,15.26,0.12,47.79,102.3,17.29,7.6,1387.09,1.61,2.16,Yes,No,5.59,Yes,2.3,Evening
Drink Menu,Coca-Cola,Hyderabad,85.57,450.26,17.58,15.7,19.51,0.98,36.49,56.82,13.81,7.75,1496.42,8.6,11.07,Yes,No,1.73,No,6.51,Afternoon
Drink Menu,Coca-Cola,Mumbai,271.05,558.4,15.06,24.46,11.92,0.71,36.5,32.82,8.72,2.26,875.11,7.55,4.12,No,No,5.31,No,6.48,Morning
Regular Menu,Veg Maharaja Mac,Ahmedabad,183.93,708.92,5.71,5.04,6.65,0.24,1.59,32.17,15.38,4.86,403.71,4.69,3.73,No,No,3.99,Yes,8.61,Morning
Meal Menu,McCombo Meal,Hyderabad,120.4,235.39,5.27,15.69,18.09,0.23,49.18,47.88,13.2,1.49,1012.73,6.96,13.33,No,Yes,1.96,No,6.72,Morning
Drink Menu,Hot Coffee,Mumbai,167.5,295.77,17.11,34.27,2.26,0.84,6.79,97.59,10.82,0.93,446.12,2.29,13.46,Yes,No,4.35,Yes,6.52,Morning
Meal Menu,Chicken Supreme Meal,Kolkata,134.99,496.77,6.2,22.12,16.45,0.84,28.83,51.9,19.47,5.83,1473.96,6.27,3.24,No,No,8.28,No,9.54,Morning
Meal Menu,Chicken Supreme Meal,Pune,349.13,833.79,6.35,30.24,12.57,0,1.57,83.47,11.49,1.85,1033.13,7.81,8.82,Yes,Yes,5.28,Yes,9.15,Morning
Regular Menu,McSpicy™ Paneer Burger,Hyderabad,188.43,605.64,8.74,21.62,9.55,0.55,46.87,87.47,10.3,5.27,1236.26,3.65,4.73,Yes,No,4.86,No,1.18,Afternoon
Drink Menu,Hot Tea,Pune,244.44,222.94,5.1,13.01,19.54,0.73,30.27,102.48,11.29,2.35,832.84,8.88,3.91,No,Yes,9.17,No,5.02,Morning
Drink Menu,Hot Chocolate,Bangalore,94.16,748.37,16,38.03,9.91,0.82,1.3,46.4,4.46,5.53,703.52,3.68,12.55,Yes,No,4.14,Yes,4.96,Afternoon
Regular Menu,McChicken Burger,Delhi,191.24,552.21,18.99,19.63,13.2,0.5,4.36,40.91,7.97,3.28,920.68,8.73,4.67,No,No,7.05,Yes,9.99,Morning
Dessert Menu,Apple Pie,Kolkata,185.11,599.1,6.59,13.55,17.35,0.9,13.04,83.16,13.39,5.55,1400.24,2.28,10.14,Yes,Yes,2.23,No,3.49,Afternoon
Drink Menu,Sprite,Chennai,230.67,572.43,18.66,20.43,15.69,1,13.04,68.23,10.24,4.92,970.86,2.65,12.7,Yes,No,1.83,Yes,4.52,Morning
Regular Menu,McSpicy Chicken Burger,Mumbai,182.86,309.58,7.49,39.82,3.58,0.18,49.08,117.96,13.16,3.49,1325.82,2.49,4.07,Yes,Yes,2.2,Yes,3.26,Morning
Drink Menu,Coca-Cola,Kolkata,237.88,457.41,23.92,26.71,13.15,0.57,3.06,39.75,10.16,3.29,1170.98,5.64,1.03,No,Yes,8.21,No,3.03,Morning
Meal Menu,Chicken Supreme Meal,Pune,247.73,835.61,10.31,34.48,12.58,0.52,24.76,79.08,6.2,1.83,1087.13,5.78,11.61,Yes,No,3.26,No,6.82,Evening
Drink Menu,Coca-Cola,Pune,330.41,826.96,9.46,26.07,14.27,0.28,5.32,64.08,3.9,0.76,1280.27,7.34,8.11,Yes,No,6.66,Yes,6.93,Afternoon
Dessert Menu,Caramel McFlurry,Delhi,229.97,583.4,22.71,15.73,6.18,0.35,21.63,93.06,12.59,7.99,643.15,3.9,5.21,Yes,Yes,5.89,No,6.27,Morning
Regular Menu,McSpicy™ Paneer Burger,Kolkata,335.24,472.46,16.35,15.1,9.95,0.32,29.27,119.17,1.11,1.1,878.34,8.44,6.84,No,No,9.22,No,7.32,Evening
Meal Menu,McCombo Meal,Kolkata,220.62,783.32,6.81,33.33,17.99,0.89,22.82,62.91,18.69,1.97,920.24,1.63,1.88,No,Yes,5.58,No,3.81,Evening
Regular Menu,McSpicy Chicken Burger,Delhi,235.16,247.43,22.29,19.38,3.07,0.13,30.08,77.51,17.72,5.42,1147.15,4.08,7.99,Yes,No,8.21,Yes,1.08,Evening
Regular Menu,American Veg Burger,Delhi,121.33,824.88,7.59,12.56,18.07,0.41,37.41,67.08,0.3,5.46,745.03,2.5,13.76,Yes,Yes,3.3,Yes,4.4,Morning
Regular Menu,Veg Maharaja Mac,Delhi,91.75,324.41,5.73,25.06,3.22,0.87,40.2,45.8,9.78,1.56,982.54,5.41,6.52,Yes,Yes,7.43,No,6.39,Afternoon
Dessert Menu,Apple Pie,Hyderabad,342.19,606.36,18.89,21.81,4.34,0.11,2.7,103.62,9.49,9.97,1202.92,8.46,13.24,No,Yes,1.99,No,3.26,Afternoon
Dessert Menu,Chocolate Sundae,Kolkata,336.94,856.62,6.45,18.77,17.42,0.42,23.76,113.69,3.78,3.95,257.34,9.53,10.39,No,No,3.58,No,5.53,Evening
Meal Menu,Veggie Deluxe Meal,Hyderabad,325.21,891.68,20.77,19.27,10.7,0.55,29.21,76.07,15.69,2.08,1166.29,3.97,7,No,Yes,2.32,Yes,5.61,Afternoon
Dessert Menu,Apple Pie,Pune,105.81,509.75,15.32,28.58,19.47,0.45,16.04,67.82,17.97,9.53,1362.23,2.25,9.85,Yes,Yes,6.78,No,1.95,Afternoon
Dessert Menu,Apple Pie,Kolkata,95.48,801,21.24,35.19,10.09,0.75,23.64,118.47,10.27,7.97,1413.41,9.37,11.15,Yes,Yes,9.18,No,6.54,Morning
Dessert Menu,Vanilla Ice Cream,Hyderabad,265.27,507.25,21.46,21.58,10.77,0.76,23.08,33.01,5.45,2.69,496.23,2.14,14.39,No,Yes,9.29,No,3.4,Morning
Drink Menu,Pepsi,Mumbai,222.16,376.09,6.14,33.42,17.45,0.31,37.9,47.15,3.43,2.79,1327.37,1.06,6.21,Yes,Yes,5.4,No,4.12,Afternoon
Dessert Menu,Chocolate Sundae,Mumbai,340.54,687.22,13.1,9.29,11.54,0.66,16.06,36.13,13.7,9.71,731.97,9.12,13.39,Yes,Yes,3.22,Yes,3.93,Evening
Drink Menu,Hot Coffee,Hyderabad,314.29,258.82,5.69,27.53,12.03,0.18,10.82,43.95,7.49,7.05,372.54,6.02,7.56,Yes,Yes,3.25,No,9.95,Afternoon
Regular Menu,Chicken McNuggets,Kolkata,92.67,631.91,6.06,38.4,8.83,0.66,31.42,104.31,18.34,2.49,1244.43,7.87,2.92,No,No,4.91,No,6.8,Evening
Meal Menu,Chicken Supreme Meal,Mumbai,184.97,670.36,24.82,35.24,1.03,0.09,49.33,70.45,12.89,7.77,1149.53,6.89,13.71,Yes,Yes,2.42,Yes,9.08,Morning
Dessert Menu,Apple Pie,Hyderabad,255.11,692.41,20.05,25.84,10.77,0.3,17.87,94.94,16.16,0.58,794.04,4.37,13.9,Yes,No,3.06,No,3.19,Morning
Drink Menu,Hot Tea,Kolkata,150.99,726.37,12.17,27.5,3.26,0.53,46.86,99.15,15.03,6.27,225.07,7.87,11.22,No,Yes,1.43,Yes,8.36,Afternoon
Drink Menu,Coca-Cola,Bangalore,297.59,676.7,10.53,30.14,3.33,0.4,19.64,87.6,15.69,6.49,1445.1,9.37,13.31,Yes,Yes,5.28,No,4.15,Afternoon
Regular Menu,Green Chilli Aloo Naan,Bangalore,334.26,591.74,21.82,21.94,5.84,0.25,6.56,94.74,13.1,3.14,1055.32,4.04,9.65,Yes,No,6.12,No,2.4,Morning
Regular Menu,Spicy Paneer Wrap,Mumbai,151.77,345.19,9.48,17.88,12.14,0.5,1.2,114.02,14.05,2.82,472.46,3.37,2.54,No,No,8.3,Yes,2.67,Afternoon
Regular Menu,McSpicy Chicken Burger,Ahmedabad,258.7,601.24,17.12,13.78,7.13,0.05,23.69,29.71,17.37,7.03,333.66,9.31,6.69,Yes,Yes,9.49,No,6.94,Evening
Dessert Menu,Chocolate Sundae,Delhi,157.31,520.09,14.19,12.56,15.4,0.33,19.98,45.99,5.08,4.55,1447.15,1.86,3.83,No,No,9.25,Yes,6.25,Evening
Meal Menu,McCombo Meal,Pune,271.06,484.04,12.49,36.96,16.09,0.05,28.58,81.48,2.91,8.44,362.82,9.1,11.65,No,No,1.22,No,6.5,Morning
Drink Menu,Pepsi,Delhi,343.96,868.79,23.89,39.19,9.68,0.96,21.45,43.92,2.62,3.94,1288.24,3.01,10.53,Yes,Yes,3.51,No,3.56,Evening
Drink Menu,Coca-Cola,Kolkata,310.06,234.25,14.28,35.95,9.19,0.06,17.97,33.46,9.46,6.86,1011.03,6.47,9.39,No,Yes,1.62,No,3.36,Morning
Dessert Menu,Chocolate Sundae,Mumbai,235.54,310.72,20.48,34.38,9.81,0.82,36.68,51.94,1.44,2.6,221.03,2.04,5.86,Yes,No,9.89,No,7.94,Evening
Dessert Menu,Caramel McFlurry,Hyderabad,212.39,889.06,8.08,6.24,18.64,0.43,34.77,40.72,8.45,9.29,666.21,8.4,3.43,No,Yes,1.01,No,2.2,Evening
Drink Menu,Hot Coffee,Bangalore,99.12,217.64,9.42,32.43,14.1,0.1,39.2,102.71,7.77,0.15,1460.3,8.72,12.97,Yes,Yes,1.33,No,4.93,Evening
Drink Menu,Hot Coffee,Delhi,281.82,373.83,8.09,6.29,14.96,0.83,24.66,95.09,14.79,1.62,860.88,4.47,5.6,No,Yes,9.38,Yes,3.81,Evening
Dessert Menu,Apple Pie,Kolkata,215.58,502.48,10.72,22.45,10.6,0.32,32.58,102.12,17.12,5.39,788.85,1.96,7.4,No,Yes,1.13,No,9.35,Afternoon
Drink Menu,Hot Chocolate,Mumbai,155.6,861.88,21.16,19.94,9.13,0.7,19.73,59.2,18.66,4.22,614,6.47,6.13,No,Yes,9.99,No,4.76,Afternoon
Dessert Menu,Vanilla Ice Cream,Hyderabad,182.76,391.16,19.8,6.9,11.35,0.86,1.21,26.89,9.43,3.16,976.56,2.61,6.36,Yes,Yes,5.45,Yes,1.19,Afternoon
Drink Menu,Pepsi,Ahmedabad,214.76,209.57,9.45,8.95,13.14,0.92,30.93,60.98,8.23,1.25,484.62,1.01,14.8,No,No,3.95,Yes,8.32,Morning
Dessert Menu,Chocolate Sundae,Mumbai,199.97,234.16,12.13,9.06,8.36,0.06,41.88,44.69,7.02,5.66,1100.57,9.68,11.61,Yes,No,7.78,Yes,8.08,Morning
Meal Menu,Veggie Deluxe Meal,Kolkata,163.63,841.95,15.85,36.56,10.01,0.87,36.94,93.43,12.84,4.83,1077.44,6.97,5.44,Yes,No,9.12,Yes,1.73,Evening
Regular Menu,Filet-O-Fish,Pune,242.18,892.46,22.86,19.63,11.18,0.16,17.2,93.97,6.37,3.79,915.99,3.35,2.28,No,No,4.64,No,5.14,Afternoon
Dessert Menu,Caramel McFlurry,Kolkata,175.8,566.46,23.2,15.87,14.66,0.57,44.81,48.36,3.11,0.48,596.02,2.59,6.69,No,Yes,2.96,Yes,4.39,Evening
Regular Menu,McSpicy™ Paneer Burger,Bangalore,260.24,598.57,18.24,10.74,8.29,0.01,29.86,41.36,15.86,9.38,1300.56,7.23,1.22,Yes,No,4.16,Yes,8.68,Morning
Regular Menu,McChicken Burger,Mumbai,139.68,252.55,13.23,5.66,14.97,0.78,46.91,33.66,10.21,3.5,446.63,5.18,8.49,No,Yes,4.94,Yes,5.3,Evening
Dessert Menu,Caramel McFlurry,Bangalore,124.31,486.04,14.32,24.84,1.95,0.91,25.92,36.28,18.99,1.6,1487.47,4.38,7.64,No,No,6.31,No,7.57,Afternoon
Drink Menu,Hot Coffee,Hyderabad,179.74,313.75,22.75,16.52,18.73,0.71,9.67,85.9,19.01,8.8,1395.45,7.4,3.75,Yes,No,2.51,Yes,3.71,Evening
Drink Menu,Hot Tea,Bangalore,188.42,636.2,15.07,15.65,18.83,0.67,14.75,70.05,16.78,9.28,910.53,9.66,1.11,No,No,5.88,Yes,4.56,Afternoon
Regular Menu,McGrilled Chicken Wrap,Delhi,122.97,828.93,11.62,14.52,8.41,0.77,29.4,57.88,12.71,3.92,1041.45,2.7,8.95,Yes,Yes,8.38,No,2.65,Morning
Meal Menu,Chicken Supreme Meal,Kolkata,95.26,289.04,17.1,18.34,18.04,0.93,49.98,56.31,4.83,0.83,276.23,2.92,11.52,Yes,Yes,2.37,No,8.64,Morning
Drink Menu,Iced Tea,Chennai,157.58,241.86,13.49,36.01,9.55,0.22,31.73,90.12,9.6,9.33,459,4.82,14.44,Yes,Yes,6.79,Yes,9.77,Afternoon
Dessert Menu,Apple Pie,Ahmedabad,123.97,867.41,13.43,39.62,13.84,0.94,29.96,34.96,10.66,0.83,1442.91,8.39,1.8,No,Yes,3.27,No,6.74,Evening
Dessert Menu,Caramel McFlurry,Delhi,247.52,218.09,23.14,11.68,18.34,0.71,36.44,42.62,9.23,7.95,663.07,8.8,2.87,Yes,No,8.01,Yes,2.7,Afternoon
Drink Menu,Sprite,Bangalore,340.55,849.3,21.24,7.82,14.17,0.42,29.46,29.44,11.88,9.12,1053.29,9.63,6.67,No,No,2.74,No,9.71,Evening
Dessert Menu,Caramel McFlurry,Ahmedabad,114.58,671.11,9.82,30.96,15.19,0.04,33.18,98.15,13.75,1.47,430.21,1.85,9.85,No,No,6.67,No,3.77,Afternoon
Dessert Menu,Vanilla Ice Cream,Delhi,267.94,833.16,17.38,34.14,1.62,0.85,21.93,32.88,3.1,1.55,1176.04,5.08,1.37,Yes,Yes,7.84,Yes,8.01,Afternoon
Dessert Menu,Chocolate Sundae,Delhi,283.91,524.16,18.01,16.87,16.95,0.57,31.8,87.61,10.03,4.14,562.1,2.7,1.35,No,Yes,7.71,No,4.08,Afternoon
Drink Menu,Hot Tea,Kolkata,193.53,202.56,23.4,32.81,8.93,0.03,38.61,50.96,9.38,9.94,1289.53,5.92,4.19,Yes,No,8.95,No,9.93,Morning
Regular Menu,American Veg Burger,Mumbai,187.63,241.31,17.59,14.37,16.47,0.49,48.49,35.52,14.87,0.01,487.88,6.71,4.65,No,Yes,2.97,No,9.72,Morning
Drink Menu,Hot Tea,Hyderabad,143.82,853.89,6.04,26.38,16.33,0.54,41.57,77.99,16.15,6.75,556.38,4.1,12.3,No,Yes,3.23,Yes,7.26,Afternoon
Drink Menu,Hot Chocolate,Chennai,93.75,703.12,23.48,18.22,13.44,0.1,34.92,81.82,19.1,9.83,1072.78,3.19,14.79,No,Yes,6.16,Yes,2.83,Morning
Drink Menu,Hot Tea,Bangalore,158.67,253.59,12.26,35.91,7.51,0.15,5.35,27.29,8.29,2.95,1199.22,1.27,7.4,No,No,5.07,No,7.39,Morning
Regular Menu,McGrilled Chicken Wrap,Mumbai,253.89,577.87,20.86,15.35,17.93,0.45,33.22,114.29,3.02,4.98,392.47,4.8,1.74,Yes,Yes,1.17,Yes,1.63,Afternoon
Meal Menu,Veggie Deluxe Meal,Pune,105.52,661.16,17.04,34.27,19.81,0.4,1.2,21.89,15.56,0.12,1280.84,5.3,10.52,Yes,Yes,5.64,Yes,1.73,Morning
Meal Menu,Veggie Deluxe Meal,Delhi,122.99,659.1,21.49,23.1,13.28,0.76,35.74,66.36,7.91,5.66,1322,4.4,6.98,Yes,Yes,7,No,8.99,Evening
Dessert Menu,Caramel McFlurry,Hyderabad,176.21,719.61,22.09,10.77,2.46,0.94,37.95,108.43,2.09,8.56,593.71,4.17,3.17,No,Yes,9,Yes,3.24,Evening
Dessert Menu,Vanilla Ice Cream,Mumbai,266.99,499.67,13.01,27.59,7.94,0.41,15.17,53.69,13.75,1.96,1132.56,4.68,14.33,Yes,Yes,3.88,Yes,5.83,Afternoon
Dessert Menu,Chocolate Sundae,Delhi,122.37,671.3,6.14,25.79,4.28,0.59,3.4,97.64,7.23,5.76,872.83,3.76,14.62,Yes,Yes,4.14,No,7.01,Afternoon
Drink Menu,Hot Coffee,Kolkata,163.65,692.64,20.66,20.4,3.59,0.41,25.95,29.79,9.39,6.56,461.94,9.3,3.75,No,Yes,7.91,Yes,5.96,Evening
Dessert Menu,Vanilla Ice Cream,Mumbai,277.66,684.11,22.11,23.25,10.9,0.68,7.65,23.41,0.35,1.55,509.98,6.63,8.23,No,Yes,6.55,Yes,7.04,Afternoon
Regular Menu,Veg Maharaja Mac,Mumbai,213.85,829.56,22.07,6.16,1.12,0.75,33.13,54,10.34,6.83,227.34,5.54,1.53,No,Yes,3.67,Yes,6.72,Evening
Meal Menu,Veggie Deluxe Meal,Bangalore,121.18,212.17,11.77,6.91,3.28,0.16,24.22,88.38,10.77,9.14,1176.68,2.11,2.13,Yes,Yes,5.6,Yes,5.68,Afternoon
Meal Menu,Chicken Supreme Meal,Hyderabad,245.72,744.43,5.52,18.22,10.09,0.2,2.7,48.67,15.51,5,1036,9.91,14.43,Yes,Yes,4.23,Yes,5.68,Evening
Regular Menu,Pizza Puff,Kolkata,314.08,350.45,9.21,36.77,6.06,0.62,42.77,34.57,13.78,7.99,1430.59,5.8,7.23,Yes,No,1.49,Yes,7.22,Afternoon
Drink Menu,Hot Coffee,Delhi,165.31,271.24,6.64,13.21,17.57,0.59,31.49,86.34,4.26,5.88,1338.85,7.9,11.17,Yes,Yes,5.8,No,9.1,Morning
